clean_post,polarity,sentiment,affect_label,label_name
want improve relationships httpstcoeqkmadzn,0.494,Positve,0,non-negative affect
men anxiety depression httpstcoygwafrxgo,-0.66,Negative,1,high negative affect
teen prescription drug use httpstcoshocxrzla,0.0,Neutral,0,non-negative affect
child becomes bully httpstcoousmyb,-0.494,Negative,1,high negative affect
men biological clocks httpstcongghvpy,0.0,Neutral,0,non-negative affect
drug prevention tips youth httpstcokfgwbnl,0.0,Neutral,0,non-negative affect
looking therapist connecticut see weekends httpstcodhdbqrql,0.0,Neutral,0,non-negative affect
ever suspected someone experiencing ptsd httpstcoyyrxtwesh,-0.226,Negative,1,high negative affect
really help make homework less stressful children httpstcovocgjrs,-0.004,Neutral,0,non-negative affect
uses ecigarettes nicotine addiction httpstcoihsugikbfx,0.0,Neutral,0,non-negative affect
toxic workspace mental health httpstcodvfsrlas,0.0,Neutral,0,non-negative affect
mental health treatment er mental illness httpstcortkbdvehv,-0.402,Negative,1,high negative affect
video games help manage adhd httpstcoccxzdbgyb,0.402,Positve,0,non-negative affect
post partum depression look like httpstcotcgpmoh,-0.296,Negative,1,high negative affect
deal aggressive children httpstcoqnnwvndvzj,-0.153,Negative,1,high negative affect
keeping poor children school httpstconjkvnfm,-0.477,Negative,1,high negative affect
know shyness httpstcomlijxuxlmb,-0.318,Negative,1,high negative affect
mean people successful counseling httpstcokvfdzevbc,0.586,Positve,0,non-negative affect
children sexually inappropriate behaviors httpstcooasmskbq,0.0,Neutral,0,non-negative affect
ever feelings emptiness httpstcoagccxwmhn,-0.44,Negative,1,high negative affect
talked kid college parenting stress httpstcourkyldd,-0.421,Negative,1,high negative affect
kids toddlers depression httpstcoccptrwyhus,-0.572,Negative,1,high negative affect
help teen peer pressure parenting httpstcoxvhrtxdf,0.128,Positve,0,non-negative affect
deal fetal alcohol syndrome parenting httpstcozxwxywlp,0.0,Neutral,0,non-negative affect
vitamin improve sleep httpstcouytgrpenq,0.625,Positve,0,non-negative affect
parent year old parenting httpstcorghaixyac,0.0,Neutral,0,non-negative affect
use employers mental health screening tools mental health httpstcopnqsbjhn,0.0,Neutral,0,non-negative affect
consequences making threats suicide httpstcoznjobvnwrf,-0.807,Negative,1,high negative affect
married dissatisfied marriage httpstcopldyaoyfcx,-0.382,Negative,1,high negative affect
powerful effect gratitude httpstcohmteuotku,0.727,Positve,0,non-negative affect
vegetarian diet good httpstcolvqhdxb,0.44,Positve,0,non-negative affect
oxytocin helps autism httpstcoyirwaghqc,0.382,Positve,0,non-negative affect
dating divorce httpstcovujivgy,0.0,Neutral,0,non-negative affect
gender bias comes expressing anger httpstcoamgcxgatfb,-0.625,Negative,1,high negative affect
psych meds used study aids medication httpstcoridqakotoh,0.0,Neutral,0,non-negative affect
college minor substance abuse addiction httpstcosamvwuct,-0.637,Negative,1,high negative affect
college minor substance abuse addiction httpstcosamvwuct,-0.637,Negative,1,high negative affect
people mental illness need listened mental illness httpstcodnnizj,-0.66,Negative,1,high negative affect
age young medicate anxiety toddlers httpstcoyqkigqz,-0.178,Negative,1,high negative affect
paid sick days mental health reasons mental health httpstcommessckoe,-0.511,Negative,1,high negative affect
domestic violence victims taking control back women httpstcoxsylqisabu,-0.751,Negative,1,high negative affect
questionable ads parenting magazines httpstconmhcnpzt,-0.296,Negative,1,high negative affect
struggling parenting teen httpstcoocfvmjyuqp,-0.421,Negative,1,high negative affect
consider controlling parent parenting httpstcoidhcq,0.0,Neutral,0,non-negative affect
strategies bipolar disorder httpstcoqunydohw,-0.402,Negative,1,high negative affect
obsess food ocd httpstcosydbhhka,-0.25,Negative,1,high negative affect
concerned child playing football helmet helmet contact concussions httpstcoqmjvskmgam,0.202,Positve,0,non-negative affect
childhood adversity change brains httpstcohftqyehkj,-0.421,Negative,1,high negative affect
think mentally ill women targeted abused mental illness httpstcovzaxrvk,-0.832,Negative,1,high negative affect
ever thought alcohol ads harmful teens httpstcojlplso,0.0,Neutral,0,non-negative affect
think much social media harmful kids httpstcontawdwwafm,0.0,Neutral,0,non-negative affect
borderline personality helps job httpstcoxibijul,0.382,Positve,0,non-negative affect
would like see mental health taught school mental health httpstcohbwydbct,0.361,Positve,0,non-negative affect
partner diagnosed borderline personality disorder httpstcodckwwjy,-0.402,Negative,1,high negative affect
american teens reckless teens elsewhere httpstcofjrpqlwdrq,-0.402,Negative,1,high negative affect
ever thought depression complex simple mental health screen httpstcojlebmgymc,-0.572,Negative,1,high negative affect
music impact thoughts feelings httpstcogzvdglr,0.0,Neutral,0,non-negative affect
many people toxic friends unaware friends toxic well relationships httpstcoxciqtunea,0.758,Positve,0,non-negative affect
many parents would know child diagnosed depression httpstcounsmbpic,-0.572,Negative,1,high negative affect
afford therapist one barriers getting help need httpstcobfqbgryhn,0.402,Positve,0,non-negative affect
reasonable plan address addiction problem httpstcomzkxpedz,-0.402,Negative,1,high negative affect
ever wondered mental illness could impact insurance coverage mental illness httpstcotvtoovukgn,-0.66,Negative,1,high negative affect
ever wondered whether parents see role modelsparenting httpstcoxlfnugf,0.0,Neutral,0,non-negative affect
informed teens alcohol use httpstconvqhvibn,0.0,Neutral,0,non-negative affect
ever wanted ask someone bisexuality httpstcopsvhrupxa,0.0,Neutral,0,non-negative affect
self acceptance lead growth httpstcogijjwthrj,0.681,Positve,0,non-negative affect
keep blues away healthy diet healthy eating httpstcoucbkryph,0.66,Positve,0,non-negative affect
marriage harming children httpstcolrigywrifg,-0.557,Negative,1,high negative affect
myths aging httpstcovdemlpkfu,0.0,Neutral,0,non-negative affect
anxiety children httpstcozqcogrbcgn,-0.178,Negative,1,high negative affect
older couples attuned httpstcosgppqtptj,0.0,Neutral,0,non-negative affect
celebreties depression httpstcouubcpcgh,-0.572,Negative,1,high negative affect
adhd common problems httpstcoewukvhun,-0.402,Negative,1,high negative affect
mental health mental health httpstcoxqogrntn,0.0,Neutral,0,non-negative affect
gifts give self care httpstcovwekqtrf,0.494,Positve,0,non-negative affect
selfcare checkins httpstcoehomcpyoo,0.0,Neutral,0,non-negative affect
trauma bonding httpstcomksctika,-0.421,Negative,1,high negative affect
making transition high school college mental health httpstconaghppe,0.0,Neutral,0,non-negative affect
personal beliefs get way healing counseling httpstcoserpnfhoe,0.0,Neutral,0,non-negative affect
rise mental health detentions mental health httpstcofqiqtvkm,0.0,Neutral,0,non-negative affect
united nations reviewing mental health mental health httpstcodszynshz,0.421,Positve,0,non-negative affect
college resources mental health improving mental health httpstcoqzwnhnpz,0.421,Positve,0,non-negative affect
time change therapists therapy counseling httpstcodqujlxgcfm,0.0,Neutral,0,non-negative affect
vegas treats mentally ill mental illness homeless httpstcodxhdjjz,-0.67,Negative,1,high negative affect
abolish death penalty law politics death penalty httpstcoqprgnn,-0.93,Negative,1,high negative affect
lawyers accessed sexual assault records httpstcopugsqzv,-0.586,Negative,1,high negative affect
unhappy work happiness httpstcoenayskf,0.202,Positve,0,non-negative affect
top things psychiatric practitioner remember httpstcoqnexmvud,0.202,Positve,0,non-negative affect
anxiety disorders prevented children httpstcosxhowsubn,-0.153,Negative,1,high negative affect
messages provoke fear change attitude httpstcovlyahvjez,-0.71,Negative,1,high negative affect
early intervention change nature schizophrenia httpstcoqrpojucz,0.0,Neutral,0,non-negative affect
talking children addiction httpstcoyiclknax,0.0,Neutral,0,non-negative affect
new theory origin depression httpstcozpsnbeuyta,-0.572,Negative,1,high negative affect
psychological tricks bad leaders use httpstconqgywq,-0.612,Negative,1,high negative affect
kids tired stressed bored httpstcoenjancwh,-0.751,Negative,1,high negative affect
much sleep need httpstcoflbosfc,0.0,Neutral,0,non-negative affect
avoiding stress may answer httpstconbznpwis,-0.637,Negative,1,high negative affect
foster children likely diagnosed adhd httpstcoeqatikmv,0.0,Neutral,0,non-negative affect
gardening therapy helps women return work httpstcomwwmtckp,0.382,Positve,0,non-negative affect
profile pedophile httpstcoiujpkjzt,0.0,Neutral,0,non-negative affect
signs teen may suffer anxiety httpstcoktqqjbags,-0.637,Negative,1,high negative affect
pain killer pill addiction epidemic httpstcotxmruibu,-0.823,Negative,1,high negative affect
may miss dismiss someone drunk alcoholism httpstcogjfxzguif,-0.459,Negative,1,high negative affect
hard find mental health professional httpstcouorlqssb,-0.103,Negative,1,high negative affect
employers need offer mental health days httpstcoyrvlzygcr,0.0,Neutral,0,non-negative affect
reasons join support group httpstcoclvpkmzh,0.599,Positve,0,non-negative affect
tips raising boys adhd httpstcoviocipnr,0.0,Neutral,0,non-negative affect
helping homeless people shower httpstcoiowignbwde,0.296,Positve,0,non-negative affect
plan tackle addiction httpstcorlxpzksc,0.0,Neutral,0,non-negative affect
another kind abuse httpstcofxmtlzmwp,-0.202,Negative,1,high negative affect
black americans killed times rate people developed countries violence httpstcoofphlsr,-0.863,Negative,1,high negative affect
buprenorphine opiate addiction treatment httpstcortlykenlhi,0.0,Neutral,0,non-negative affect
signs nervous breakdown mental health httpstcojuybpezx,-0.273,Negative,1,high negative affect
third trip psychiatric facility httpstcopuqnegsa,0.0,Neutral,0,non-negative affect
improve marriage gratitude httpstcokhardz,0.735,Positve,0,non-negative affect
helping grieving teens httpstcosnhiqcwph,-0.273,Negative,1,high negative affect
myths adhd httpstcobjuxbhdqv,0.0,Neutral,0,non-negative affect
tell loved one mental illness mental illness httpstcoidgstwwf,-0.128,Negative,1,high negative affect
every family access mental healthcare mental health httpstcolfcvllae,0.0,Neutral,0,non-negative affect
campus suicide rates rising httpstcosxdgujjw,-0.67,Negative,1,high negative affect
triangulation httpstcozsaysjrzn,0.0,Neutral,0,non-negative affect
deadly consequences fat shaming emotional abuse httpstcoyvljkval,-0.557,Negative,1,high negative affect
subconsciously resisting change httpstcoucdxdgpftj,0.0,Neutral,0,non-negative affect
supporting loved ones mental illness mental illness httpstcodfrdkrfdt,0.34,Positve,0,non-negative affect
minimizing substance abuse addiction httpstcoousuah,-0.637,Negative,1,high negative affect
increased awareness lessen obesity httpstcocoinjsdjp,0.273,Positve,0,non-negative affect
myths compass sion httpstcocmnocbpw,0.0,Neutral,0,non-negative affect
recovery depends hope httpstcozmdjai,0.44,Positve,0,non-negative affect
grants new mental health clinics mental health httpstcoejdncbpi,0.226,Positve,0,non-negative affect
toxic describe mental illness permanent mental illness httpstcoqryywpatsn,-0.66,Negative,1,high negative affect
history bisexuality httpstcohnmirhxhg,0.0,Neutral,0,non-negative affect
embracing gods transgender people httpstcoljghgxcijb,0.0,Neutral,0,non-negative affect
sex women spend time children httpstcopldranuzl,0.0,Neutral,0,non-negative affect
take children httpstcooueekebc,0.0,Neutral,0,non-negative affect
mental illness invisible counseling httpstcozhaantxl,-0.402,Negative,1,high negative affect
calm anxiety httpstcoaemglzm,0.153,Positve,0,non-negative affect
smoking drinking pregnancy httpstcororssvnlq,0.0,Neutral,0,non-negative affect
treat mental illness physical illness mental ill nes httpstcopwuoizxpv,-0.67,Negative,1,high negative affect
borderline personality disorder wounding httpstcopgaiwexo,-0.402,Negative,1,high negative affect
access mental health varies state state mental health httpstcodqrjmwcntz,0.0,Neutral,0,non-negative affect
young black depressed httpstconuxlbnybx,-0.511,Negative,1,high negative affect
myth addiction httpstcoocoqtbd,0.0,Neutral,0,non-negative affect
public housing drug testing httpstcodxufiuuv,0.0,Neutral,0,non-negative affect
much hangover cost alcoholism httpstcoflzlmpnwl,0.0,Neutral,0,non-negative affect
tips bipolar disorder httpstcohdywey,-0.402,Negative,1,high negative affect
signs teen may using drugs httpstcoovtfqlbuh,0.0,Neutral,0,non-negative affect
maximize mental health coverage mental health httpstcozguqkpgkk,0.0,Neutral,0,non-negative affect
